IDW IDB ODW ODB number_of_trials correlation_count correlation is_significant
0 0 0 0 14495514624 7247828218 0.000009783164219 0
0 0 0 1 14495514624 7247713676 -0.000006020621017 0
0 0 0 2 14495514624 7247776926 0.000002706216441 0
0 0 0 3 14495514624 7247751975 -0.000000736365716 0
0 0 0 4 14495514624 7247754689 -0.000000361905054 0
0 0 0 5 14495514624 7247757790 0.000000065951436 0
0 0 0 6 14495514624 7247819873 0.000008631773569 0
0 0 0 7 14495514624 7247721591 -0.000004928559065 0
0 0 0 8 14495514624 7247762780 0.000000754440272 0
0 0 0 9 14495514624 7247726618 -0.000004234965201 0
0 0 0 10 14495514624 7247711848 -0.000006272836968 0
0 0 0 11 14495514624 7247757353 0.000000005656922 0
0 0 0 12 14495514624 7247759559 0.000000310026937 0
0 0 0 13 14495514624 7247842986 0.000011820760038 0
0 0 0 14 14495514624 7247777135 0.000002735052948 0
0 0 0 15 14495514624 7247715893 -0.000005714733292 0
0 0 0 16 14495514624 7247626973 -0.000017983356008 0
0 0 0 17 14495514624 7247819086 0.000008523188255 0
0 0 0 18 14495514624 7247778771 0.000002960777945 0
0 0 0 19 14495514624 7247876388 0.000016429358058 0
0 0 0 20 14495514624 7247800146 0.000005909966098 0
0 0 0 21 14495514624 7247808841 0.000007109647548 0
0 0 0 22 14495514624 7247787779 0.000004203645168 0
0 0 0 23 14495514624 7247688279 -0.000009524739451 0
0 0 0 24 14495514624 7247811312 0.000007450580597 0
0 0 0 25 14495514624 7247737152 -0.000002781550089 0
0 0 0 26 14495514624 7247849498 0.000012719244869 0
0 0 0 27 14495514624 7247804525 0.000006514152995 0
0 0 0 28 14495514624 7247693083 -0.000008861913725 0
0 0 0 29 14495514624 7247826384 0.000009530120426 0
0 0 0 30 14495514624 7247676563 -0.000011141239493 0
0 0 0 31 14495514624 7247740479 -0.000002322511541 0
0 0 1 0 14495514624 7247773400 0.000002219721123 0
0 0 1 1 14495514624 7247714426 -0.000005917140731 0
0 0 1 2 14495514624 7247729055 -0.000003898723258 0
0 0 1 3 14495514624 7247795779 0.000005307434886 0
0 0 1 4 14495514624 7247786075 0.000003968537958 0
0 0 1 5 14495514624 7247674225 -0.000011463822038 0
0 0 1 6 14495514624 7247794765 0.000005167529539 0
0 0 1 7 14495514624 7247838184 0.000011158210260 0
0 0 1 8 14495514624 7247767643 0.000001425406447 0
0 0 1 9 14495514624 7247712683 -0.000006157628916 0
0 0 1 10 14495514624 7247730260 -0.000003732464932 0
