IDW IDB ODW ODB number_of_trials correlation_count correlation is_significant
0 0 0 0 2147483648 1073701121 -0.000037907622755 0
0 0 0 1 2147483648 1073717296 -0.000022843480110 0
0 0 0 2 2147483648 1073768406 0.000024756416678 0
0 0 0 3 2147483648 1073767805 0.000024196691811 0
0 0 0 4 2147483648 1073729773 -0.000011223368347 0
0 0 0 5 2147483648 1073757184 0.000014305114746 0
0 0 0 6 2147483648 1073743597 0.000001651234925 0
0 0 0 7 2147483648 1073714450 -0.000025494024158 0
0 0 0 8 2147483648 1073745273 0.000003212131560 0
0 0 0 9 2147483648 1073764501 0.000021119602025 0
0 0 0 10 2147483648 1073736034 -0.000005392357707 0
0 0 0 11 2147483648 1073720033 -0.000020294450223 0
0 0 0 12 2147483648 1073693888 -0.000044643878937 0
0 0 0 13 2147483648 1073776017 0.000031844712794 0
0 0 0 14 2147483648 1073743285 0.000001360662282 0
0 0 0 15 2147483648 1073745910 0.000003805384040 0
0 0 0 16 2147483648 1073739617 -0.000002055428922 0
0 0 0 17 2147483648 1073764166 0.000020807608962 0
0 0 0 18 2147483648 1073723312 -0.000017240643501 0
0 0 0 19 2147483648 1073716737 -0.000023364089429 0
0 0 0 20 2147483648 1073749834 0.000007459893823 0
0 0 0 21 2147483648 1073743775 0.000001817010343 0
0 0 0 22 2147483648 1073746679 0.000004521571100 0
0 0 0 23 2147483648 1073763523 0.000020208768547 0
0 0 0 24 2147483648 1073789929 0.000044801272452 0
0 0 0 25 2147483648 1073758330 0.000015372410417 0
0 0 0 26 2147483648 1073813325 0.000066590495408 0
0 0 0 27 2147483648 1073773548 0.000029545277357 0
0 0 0 28 2147483648 1073449223 -0.000272505916655 1
0 0 0 29 2147483648 1073730408 -0.000010631978512 0
0 0 0 30 2147483648 1073744471 0.000002465210855 0
0 0 0 31 2147483648 1073738514 -0.000003082677722 0
0 0 1 0 2147483648 1073751522 0.000009031966329 0
0 0 1 1 2147483648 1073751555 0.000009062699974 0
0 0 1 2 2147483648 1073755706 0.000012928619981 0
0 0 1 3 2147483648 1073705350 -0.000033969059587 0
0 0 1 4 2147483648 1073717787 -0.000022386200726 0
0 0 1 5 2147483648 1073723318 -0.000017235055566 0
0 0 1 6 2147483648 1073735176 -0.000006191432476 0
0 0 1 7 2147483648 1073759810 0.000016750767827 0
0 0 1 8 2147483648 1073786779 0.000041867606342 0
0 0 1 9 2147483648 1073772691 0.000028747133911 0
0 0 1 10 2147483648 1073761543 0.000018364749849 0
0 0 1 11 2147483648 1073730569 -0.000010482035577 0
0 0 1 12 2147483648 1073714019 -0.000025895424187 0
0 0 1 13 2147483648 1073726977 -0.000013827346265 0
0 0 1 14 2147483648 1073747188 0.000004995614290 0
0 0 1 15 2147483648 1073728999 -0.000011944212019 0
0 0 1 16 2147483648 1073734292 -0.000007014721632 0
0 0 1 17 2147483648 1073747249 0.000005052424967 0
0 0 1 18 2147483648 1073764368 0.000020995736122 0
0 0 1 19 2147483648 1073726460 -0.000014308840036 0
0 0 1 20 2147483648 1073742961 0.000001058913767 0
0 0 1 21 2147483648 1073772747 0.000028799287975 0
0 0 1 22 2147483648 1073731529 -0.000009587965906 0
0 0 1 23 2147483648 1073746301 0.000004169531167 0
0 0 1 24 2147483648 1073731935 -0.000009209848940 0
0 0 1 25 2147483648 1073754387 0.000011700205505 0
0 0 1 26 2147483648 1073729237 -0.000011722557247 0
0 0 1 27 2147483648 1073789429 0.000044335611165 0
0 0 1 28 2147483648 1073740651 -0.000001092441380 0
0 0 1 29 2147483648 1073735958 -0.000005463138223 0
0 0 1 30 2147483648 1073710795 -0.000028898008168 0
0 0 1 31 2147483648 1073751168 0.000008702278137 0
0 0 2 0 2147483648 1073742346 0.000000486150384 0
0 0 2 1 2147483648 1073697522 -0.000041259452701 0
0 0 2 2 2147483648 1073703822 -0.000035392120481 0
0 0 2 3 2147483648 1073744744 0.000002719461918 0
0 0 2 4 2147483648 1073732105 -0.000009051524103 0
0 0 2 5 2147483648 1073696360 -0.000042341649532 0
0 0 2 6 2147483648 1073718033 -0.000022157095373 0
0 0 2 7 2147483648 1073771908 0.000028017908335 0
0 0 2 8 2147483648 1073728611 -0.000012305565178 0
0 0 2 9 2147483648 1073724091 -0.000016515143216 0
0 0 2 10 2147483648 1073720002 -0.000020323321223 0
0 0 2 11 2147483648 1073762884 0.000019613653421 0
0 0 2 12 2147483648 1073763456 0.000020146369934 0
0 0 2 13 2147483648 1073805122 0.000058950856328 0
0 0 2 14 2147483648 1073733450 -0.000007798895240 0
0 0 2 15 2147483648 1073719605 -0.000020693056285 0
0 0 2 16 2147483648 1073689311 -0.000048906542361 0
0 0 2 17 2147483648 1073744391 0.000002390705049 0
0 0 2 18 2147483648 1073746953 0.000004776753485 0
0 0 2 19 2147483648 1073740677 -0.000001068226993 0
0 0 2 20 2147483648 1073802175 0.000056206248701 0
0 0 2 21 2147483648 1075882835 0.001993971876800 1
